,id_peli,title,idx_recommend
252,10607,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,781
253,10607,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,2028
254,10607,Don'T Be A Menace To South Central While Drinking Your Juice In The Hood,3961
255,9536,Bio-Dome,2195
256,9536,Bio-Dome,13465
257,9536,Bio-Dome,322
258,9536,Bio-Dome,2028
259,9536,Bio-Dome,2606
260,11525,Lawnmower Man 2: Beyond Cyberspace,547
261,11525,Lawnmower Man 2: Beyond Cyberspace,10718
262,11525,Lawnmower Man 2: Beyond Cyberspace,14424
263,11525,Lawnmower Man 2: Beyond Cyberspace,7839
264,11525,Lawnmower Man 2: Beyond Cyberspace,9048
265,4482,French Twist,10397
266,4482,French Twist,7257
267,4482,French Twist,9713
268,4482,French Twist,4159
269,4482,French Twist,13855
270,755,From Dusk Till Dawn,1080
271,755,From Dusk Till Dawn,110
272,755,From Dusk Till Dawn,4340
273,755,From Dusk Till Dawn,4339
274,755,From Dusk Till Dawn,12706
275,28387,Kicking And Screaming,12215
276,28387,Kicking And Screaming,280
277,28387,Kicking And Screaming,5701
278,28387,Kicking And Screaming,6054
279,28387,Kicking And Screaming,871
280,20927,Bed Of Roses,12215
281,20927,Bed Of Roses,5480
282,20927,Bed Of Roses,7060
283,20927,Bed Of Roses,5335
284,20927,Bed Of Roses,12462
285,36929,Big Bully,11185
286,36929,Big Bully,14658
287,36929,Big Bully,8079
288,36929,Big Bully,11943
289,36929,Big Bully,4314
290,27526,The Crossing Guard,5194
291,27526,The Crossing Guard,11194
292,27526,The Crossing Guard,840
293,27526,The Crossing Guard,2141
294,27526,The Crossing Guard,4251
295,9623,The Juror,11194
296,9623,The Juror,6922
297,9623,The Juror,14004
298,9623,The Juror,6630
299,9623,The Juror,5006
300,46785,The White Balloon,11754
301,46785,The White Balloon,2846
302,46785,The White Balloon,6069
303,46785,The White Balloon,3087
304,46785,The White Balloon,2661
305,400,Things To Do In Denver When You'Re Dead,7869
306,400,Things To Do In Denver When You'Re Dead,13081
307,400,Things To Do In Denver When You'Re Dead,14965
308,400,Things To Do In Denver When You'Re Dead,1873
309,400,Things To Do In Denver When You'Re Dead,3191
310,880,Antonia'S Line,7867
311,880,Antonia'S Line,9396
312,880,Antonia'S Line,7430
313,880,Antonia'S Line,12297
314,880,Antonia'S Line,975
315,8447,Angels And Insects,12215
316,8447,Angels And Insects,5480
317,8447,Angels And Insects,7060
318,8447,Angels And Insects,5335
319,8447,Angels And Insects,12462
320,10534,White Squall,9006
321,10534,White Squall,2846
322,10534,White Squall,5504
323,10534,White Squall,12737
324,10534,White Squall,12747
325,17414,Dunston Checks In,14658
326,17414,Dunston Checks In,12413
327,17414,Dunston Checks In,8079
328,17414,Dunston Checks In,11807
329,17414,Dunston Checks In,11978
330,2086,Nick Of Time,7869
331,2086,Nick Of Time,13081
332,2086,Nick Of Time,6964
333,2086,Nick Of Time,3739
334,2086,Nick Of Time,8921
335,9095,Mary Reilly,12215
336,9095,Mary Reilly,7334
337,9095,Mary Reilly,11194
338,9095,Mary Reilly,4752
339,9095,Mary Reilly,6596
340,12158,Vampire In Brooklyn,14658
341,12158,Vampire In Brooklyn,13109
342,12158,Vampire In Brooklyn,85
343,12158,Vampire In Brooklyn,3477
344,12158,Vampire In Brooklyn,13045
345,9283,Beautiful Girls,12215
346,9283,Beautiful Girls,280
347,9283,Beautiful Girls,1625
348,9283,Beautiful Girls,7623
349,9283,Beautiful Girls,13141
350,9208,Broken Arrow,9321
351,9208,Broken Arrow,12764
352,9208,Broken Arrow,8168
353,9208,Broken Arrow,3900
354,9208,Broken Arrow,6630
355,406,La Haine,5339
356,406,La Haine,8777
357,406,La Haine,12609
358,406,La Haine,12548
359,406,La Haine,12793
360,11062,City Hall,11194
361,11062,City Hall,14004
362,11062,City Hall,6416
363,11062,City Hall,13317
364,11062,City Hall,5194
365,13685,Bottle Rocket,2654
366,13685,Bottle Rocket,1274
367,13685,Bottle Rocket,14512
368,13685,Bottle Rocket,5481
369,13685,Bottle Rocket,7380
370,47475,Mr. Wrong,1156
371,47475,Mr. Wrong,13140
372,47475,Mr. Wrong,10555
373,47475,Mr. Wrong,13045
374,47475,Mr. Wrong,13142
375,9614,Happy Gilmore,7673
376,9614,Happy Gilmore,8047
377,9614,Happy Gilmore,2084
378,9614,Happy Gilmore,1439
379,9614,Happy Gilmore,938
380,688,The Bridges Of Madison County,12215
381,688,The Bridges Of Madison County,3527
382,688,The Bridges Of Madison County,2010
383,688,The Bridges Of Madison County,775
384,688,The Bridges Of Madison County,3212
385,10874,Muppet Treasure Island,8128
386,10874,Muppet Treasure Island,12413
387,10874,Muppet Treasure Island,1790
388,10874,Muppet Treasure Island,1448
389,10874,Muppet Treasure Island,1093
390,197,Braveheart,12410
391,197,Braveheart,13070
392,197,Braveheart,8515
393,197,Braveheart,3049
394,197,Braveheart,12670
395,103,Taxi Driver,13193
396,103,Taxi Driver,1056
397,103,Taxi Driver,12480
398,103,Taxi Driver,3180
399,103,Taxi Driver,4260
400,33542,Rumble In The Bronx,12706
401,33542,Rumble In The Bronx,760
402,33542,Rumble In The Bronx,4199
403,33542,Rumble In The Bronx,12765
404,33542,Rumble In The Bronx,12409
405,43566,Before And After,11194
406,43566,Before And After,2591
407,43566,Before And After,14004
408,43566,Before And After,167
409,43566,Before And After,6959
410,43612,Happiness Is In The Field,4230
411,43612,Happiness Is In The Field,4252
412,43612,Happiness Is In The Field,4998
413,43612,Happiness Is In The Field,4694
414,43612,Happiness Is In The Field,13465
415,16934,The Young Poisoner'S Handbook,7867
416,16934,The Young Poisoner'S Handbook,9396
417,16934,The Young Poisoner'S Handbook,1861
418,16934,The Young Poisoner'S Handbook,13143
419,16934,The Young Poisoner'S Handbook,6725
420,55731,Race The Sun,95
421,55731,Race The Sun,12413
422,55731,Race The Sun,9170
423,55731,Race The Sun,7977
424,55731,Race The Sun,9449
425,11066,Boomerang,1977
426,11066,Boomerang,68
427,11066,Boomerang,419
428,11066,Boomerang,1978
429,11066,Boomerang,2443
430,11104,Chungking Express,12215
431,11104,Chungking Express,3804
432,11104,Chungking Express,4386
433,11104,Chungking Express,7623
434,11104,Chungking Express,13141
435,37975,The Star Maker,599
436,37975,The Star Maker,12215
437,37975,The Star Maker,2094
438,37975,The Star Maker,5480
439,37975,The Star Maker,7060
440,2074,Flirting With Disaster,3047
441,2074,Flirting With Disaster,4075
442,2074,Flirting With Disaster,3498
443,2074,Flirting With Disaster,13045
444,2074,Flirting With Disaster,13142
445,27793,The Neverending Story Iii: Escape From Fantasia,1146
446,27793,The Neverending Story Iii: Escape From Fantasia,1147
447,27793,The Neverending Story Iii: Escape From Fantasia,13037
448,27793,The Neverending Story Iii: Escape From Fantasia,10999
449,27793,The Neverending Story Iii: Escape From Fantasia,9437
450,11863,Jade,12675
451,11863,Jade,3121
452,11863,Jade,5389
453,11863,Jade,5480
454,11863,Jade,12573
455,9101,Down Periscope,10459
456,9101,Down Periscope,2140
457,9101,Down Periscope,6944
458,9101,Down Periscope,12012
459,9101,Down Periscope,13572
460,9302,Up Close & Personal,12215
461,9302,Up Close & Personal,2269
462,9302,Up Close & Personal,5480
463,9302,Up Close & Personal,7060
464,9302,Up Close & Personal,273
465,11000,The Birdcage,3731
466,11000,The Birdcage,2285
467,11000,The Birdcage,14776
468,11000,The Birdcage,10759
469,11000,The Birdcage,13465
470,16388,The Brothers Mcmullen,490
471,16388,The Brothers Mcmullen,2555
472,16388,The Brothers Mcmullen,12215
473,16388,The Brothers Mcmullen,2828
474,16388,The Brothers Mcmullen,7623
475,30765,The Amazing Panda Adventure,9449
476,30765,The Amazing Panda Adventure,13070
477,30765,The Amazing Panda Adventure,8168
478,30765,The Amazing Panda Adventure,9321
479,30765,The Amazing Panda Adventure,7
480,10474,The Basketball Diaries,7869
481,10474,The Basketball Diaries,13081
482,10474,The Basketball Diaries,14965
483,10474,The Basketball Diaries,6150
484,10474,The Basketball Diaries,6964
485,30157,Amateur,7869
486,30157,Amateur,13081
487,30157,Amateur,5642
488,30157,Amateur,6964
489,30157,Amateur,7075
490,568,Apollo 13,6356
491,568,Apollo 13,4338
492,568,Apollo 13,1654
493,568,Apollo 13,1854
494,568,Apollo 13,1294
495,11780,Rob Roy,896
496,11780,Rob Roy,11204
497,11780,Rob Roy,5411
498,11780,Rob Roy,3949
499,11780,Rob Roy,8453
500,34996,The Addiction,3843
501,34996,The Addiction,1551
502,34996,The Addiction,3062
503,34996,The Addiction,578
504,34996,The Addiction,4083
505,414,Batman Forever,817
506,414,Batman Forever,726
507,414,Batman Forever,404
508,414,Batman Forever,3274
509,414,Batman Forever,12706
510,1873,Beyond Rangoon,11194
511,1873,Beyond Rangoon,14004
512,1873,Beyond Rangoon,5194
513,1873,Beyond Rangoon,7869
514,1873,Beyond Rangoon,8506
515,5894,Blue In The Face,131
516,5894,Blue In The Face,1249
517,5894,Blue In The Face,661
518,5894,Blue In The Face,5051
519,5894,Blue In The Face,333
520,1775,Canadian Bacon,12644
521,1775,Canadian Bacon,956
522,1775,Canadian Bacon,14197
523,1775,Canadian Bacon,6779
524,1775,Canadian Bacon,1081
525,8839,Casper,14851
526,8839,Casper,5054
527,8839,Casper,10358
528,8839,Casper,4631
529,8839,Casper,14658
530,20649,Clockers,1444
531,20649,Clockers,1714
532,20649,Clockers,1804
533,20649,Clockers,1802
534,20649,Clockers,241
535,10329,Congo,9321
536,10329,Congo,7367
537,10329,Congo,14890
538,10329,Congo,6492
539,10329,Congo,7039
540,8963,Crimson Tide,6630
541,8963,Crimson Tide,9842
542,8963,Crimson Tide,12410
543,8963,Crimson Tide,14664
544,8963,Crimson Tide,5504
545,26564,Crumb,11629
546,26564,Crumb,1915
547,26564,Crumb,5119
548,26564,Crumb,5643
549,26564,Crumb,7228
550,8068,Desperado,3461
551,8068,Desperado,1733
552,8068,Desperado,54
553,8068,Desperado,12706
554,8068,Desperado,12730
555,8512,Devil In A Blue Dress,12764
556,8512,Devil In A Blue Dress,13081
557,8512,Devil In A Blue Dress,11194
558,8512,Devil In A Blue Dress,12220
559,8512,Devil In A Blue Dress,5480
560,1572,Die Hard: With A Vengeance,8944
561,1572,Die Hard: With A Vengeance,11694
562,1572,Die Hard: With A Vengeance,5685
563,1572,Die Hard: With A Vengeance,4446
564,1572,Die Hard: With A Vengeance,3975
565,13552,The Doom Generation,806
566,13552,The Doom Generation,7977
567,13552,The Doom Generation,11029
568,13552,The Doom Generation,5268
569,13552,The Doom Generation,11812
570,6520,First Knight,12215
571,6520,First Knight,2919
572,6520,First Knight,9449
573,6520,First Knight,12089
574,6520,First Knight,13070
575,9073,Free Willy 2 - The Adventure Home,309
576,9073,Free Willy 2 - The Adventure Home,836
577,9073,Free Willy 2 - The Adventure Home,8168
578,9073,Free Willy 2 - The Adventure Home,95
579,9073,Free Willy 2 - The Adventure Home,3411
580,10428,Hackers,7869
581,10428,Hackers,12706
582,10428,Hackers,13081
583,10428,Hackers,7832
584,10428,Hackers,11865
585,17447,Jeffrey,12215
586,17447,Jeffrey,12179
587,17447,Jeffrey,7623
588,17447,Jeffrey,13141
589,17447,Jeffrey,9092
590,9886,Johnny Mnemonic,9321
591,9886,Johnny Mnemonic,7367
592,9886,Johnny Mnemonic,14890
593,9886,Johnny Mnemonic,7039
594,9886,Johnny Mnemonic,4621
595,9482,Judge Dredd,2340
596,9482,Judge Dredd,4489
597,9482,Judge Dredd,12760
598,9482,Judge Dredd,4895
599,9482,Judge Dredd,4684
600,19326,Jury Duty,1452
601,19326,Jury Duty,7867
602,19326,Jury Duty,9396
603,19326,Jury Duty,196
604,19326,Jury Duty,5824
605,9344,Kids,1310
606,9344,Kids,7869
607,9344,Kids,11285
608,9344,Kids,13081
609,9344,Kids,14965
610,9071,Living In Oblivion,2892
611,9071,Living In Oblivion,3952
612,9071,Living In Oblivion,6057
613,9071,Living In Oblivion,7867
614,9071,Living In Oblivion,9396
615,8973,Lord Of Illusions,12573
616,8973,Lord Of Illusions,4825
617,8973,Lord Of Illusions,14378
618,8973,Lord Of Illusions,298
619,8973,Lord Of Illusions,7524
620,2293,Mallrats,864
621,2293,Mallrats,2831
622,2293,Mallrats,5226
623,2293,Mallrats,152
624,2293,Mallrats,1626
625,9070,Mighty Morphin Power Rangers: The Movie,791
626,9070,Mighty Morphin Power Rangers: The Movie,4037
627,9070,Mighty Morphin Power Rangers: The Movie,6337
628,9070,Mighty Morphin Power Rangers: The Movie,1792
629,9070,Mighty Morphin Power Rangers: The Movie,10898
630,48787,Mute Witness,12754
631,48787,Mute Witness,4825
632,48787,Mute Witness,12775
633,48787,Mute Witness,7422
634,48787,Mute Witness,11145
635,11472,Nine Months,14776
636,11472,Nine Months,1178
637,11472,Nine Months,10759
638,11472,Nine Months,4719
639,11472,Nine Months,13465
640,11980,The Prophecy,4372
641,11980,The Prophecy,929
642,11980,The Prophecy,7524
643,11980,The Prophecy,12573
644,11980,The Prophecy,10706
645,10533,The Scarlet Letter,12215
646,10533,The Scarlet Letter,7540
647,10533,The Scarlet Letter,5480
648,10533,The Scarlet Letter,7060
649,10533,The Scarlet Letter,550
650,10802,Showgirls,12215
651,10802,Showgirls,4959
652,10802,Showgirls,13859
653,10802,Showgirls,3074
654,10802,Showgirls,5014
655,10149,Smoke,103
656,10149,Smoke,5051
657,10149,Smoke,7867
658,10149,Smoke,9396
659,10149,Smoke,2045
660,18402,Something To Talk About,4269
661,18402,Something To Talk About,13465
662,18402,Something To Talk About,2028
663,18402,Something To Talk About,5701
664,18402,Something To Talk About,6638
665,9348,Species,11688
666,9348,Species,15046
667,9348,Species,832
668,9348,Species,3969
669,9348,Species,7366
670,281,Strange Days,3669
671,281,Strange Days,6941
672,281,Strange Days,7869
673,281,Strange Days,12760
674,281,Strange Days,13081
675,47939,Three Wishes,542
676,47939,Three Wishes,2885
677,47939,Three Wishes,6186
678,47939,Three Wishes,12346
679,47939,Three Wishes,1706
680,36834,Total Eclipse,12215
681,36834,Total Eclipse,5480
682,36834,Total Eclipse,7060
683,36834,Total Eclipse,7334
684,36834,Total Eclipse,12244
685,9090,"To Wong Foo, Thanks For Everything! Julie Newmar",4763
686,9090,"To Wong Foo, Thanks For Everything! Julie Newmar",13660
687,9090,"To Wong Foo, Thanks For Everything! Julie Newmar",14776
688,9090,"To Wong Foo, Thanks For Everything! Julie Newmar",1418
689,9090,"To Wong Foo, Thanks For Everything! Julie Newmar",773
690,3512,Under Siege 2: Dark Territory,733
691,3512,Under Siege 2: Dark Territory,3836
692,3512,Under Siege 2: Dark Territory,4458
693,3512,Under Siege 2: Dark Territory,4497
694,3512,Under Siege 2: Dark Territory,8386
695,9560,A Walk In The Clouds,12215
696,9560,A Walk In The Clouds,6352
697,9560,A Walk In The Clouds,5480
698,9560,A Walk In The Clouds,7060
699,9560,A Walk In The Clouds,14224
700,9804,Waterworld,3424
701,9804,Waterworld,6880
702,9804,Waterworld,9449
703,9804,Waterworld,13070
704,9804,Waterworld,6068
705,31611,White Man'S Burden,11574
706,31611,White Man'S Burden,12375
707,31611,White Man'S Burden,13376
708,31611,White Man'S Burden,2846
709,31611,White Man'S Burden,4693
710,26258,Bushwhacked,12413
711,26258,Bushwhacked,5970
712,26258,Bushwhacked,11947
713,26258,Bushwhacked,4037
714,26258,Bushwhacked,6475
715,50797,Burnt By The Sun,7217
716,50797,Burnt By The Sun,3506
717,50797,Burnt By The Sun,5862
718,50797,Burnt By The Sun,4734
719,50797,Burnt By The Sun,12441
720,19155,Before The Rain,8387
721,19155,Before The Rain,12643
722,19155,Before The Rain,6847
723,19155,Before The Rain,10106
724,19155,Before The Rain,8171
725,76,Before Sunrise,3989
726,76,Before Sunrise,8956
727,76,Before Sunrise,12215
728,76,Before Sunrise,2605
729,76,Before Sunrise,2597
730,11017,Billy Madison,277
731,11017,Billy Madison,1439
732,11017,Billy Madison,2292
733,11017,Billy Madison,2891
734,11017,Billy Madison,555
735,37141,The Babysitter,11194
736,37141,The Babysitter,14004
737,37141,The Babysitter,167
738,37141,The Babysitter,5194
739,37141,The Babysitter,7869
740,9382,Boys On The Side,7867
741,9382,Boys On The Side,9396
742,9382,Boys On The Side,3930
743,9382,Boys On The Side,7430
744,9382,Boys On The Side,12297
745,6715,The Cure,7
746,6715,The Cure,3087
747,6715,The Cure,8237
748,6715,The Cure,10736
749,6715,The Cure,10756
750,18256,Castle Freak,12573
751,18256,Castle Freak,4825
752,18256,Castle Freak,12764
753,18256,Castle Freak,13081
754,18256,Castle Freak,7322
755,22625,Circle Of Friends,12215
756,22625,Circle Of Friends,288
757,22625,Circle Of Friends,745
758,22625,Circle Of Friends,6870
759,22625,Circle Of Friends,4570
760,2292,Clerks,5226
761,2292,Clerks,11989
762,2292,Clerks,124
763,2292,Clerks,5759
764,2292,Clerks,1626
765,1909,Don Juan Demarco,12215
766,1909,Don Juan Demarco,7623
767,1909,Don Juan Demarco,13141
768,1909,Don Juan Demarco,3675
769,1909,Don Juan Demarco,6605
770,8984,Disclosure,13081
771,8984,Disclosure,5480
772,8984,Disclosure,12215
773,8984,Disclosure,7869
774,8984,Disclosure,12764
775,4954,Drop Zone,5978
776,4954,Drop Zone,9321
777,4954,Drop Zone,379
778,4954,Drop Zone,8168
779,4954,Drop Zone,3900
780,10531,Death And The Maiden,12764
781,10531,Death And The Maiden,13081
782,10531,Death And The Maiden,11194
783,10531,Death And The Maiden,2377
784,10531,Death And The Maiden,8873
785,11929,Dolores Claiborne,13081
786,11929,Dolores Claiborne,45
787,11929,Dolores Claiborne,7548
788,11929,Dolores Claiborne,708
789,11929,Dolores Claiborne,1184
790,8467,Dumb And Dumber,1962
791,8467,Dumb And Dumber,483
792,8467,Dumb And Dumber,1006
793,8467,Dumb And Dumber,2606
794,8467,Dumb And Dumber,10489
795,10451,Eat Drink Man Woman,3629
796,10451,Eat Drink Man Woman,12215
797,10451,Eat Drink Man Woman,5193
798,10451,Eat Drink Man Woman,2045
799,10451,Eat Drink Man Woman,3302
800,20156,Exotica,5243
801,20156,Exotica,912
802,20156,Exotica,4945
803,20156,Exotica,5480
804,20156,Exotica,3085
805,18395,Exit To Eden,3927
806,18395,Exit To Eden,2269
807,18395,Exit To Eden,1459
808,18395,Exit To Eden,406
809,18395,Exit To Eden,3980
810,522,Ed Wood,6847
811,522,Ed Wood,1638
812,522,Ed Wood,4883
813,522,Ed Wood,2873
814,522,Ed Wood,2144
815,397,French Kiss,7000
816,397,French Kiss,5963
817,397,French Kiss,5674
818,397,French Kiss,13045
819,397,French Kiss,13142
820,10525,Forget Paris,12215
821,10525,Forget Paris,4409
822,10525,Forget Paris,1841
823,10525,Forget Paris,7623
824,10525,Forget Paris,13141
825,27985,Far From Home: The Adventures Of Yellow Dog,95
826,27985,Far From Home: The Adventures Of Yellow Dog,527
827,27985,Far From Home: The Adventures Of Yellow Dog,2710
828,27985,Far From Home: The Adventures Of Yellow Dog,3087
829,27985,Far From Home: The Adventures Of Yellow Dog,9449
830,15789,A Goofy Movie,4382
831,15789,A Goofy Movie,11401
832,15789,A Goofy Movie,15074
833,15789,A Goofy Movie,5865
834,15789,A Goofy Movie,10476
835,27303,Hideaway,11194
836,27303,Hideaway,2591
837,27303,Hideaway,14004
838,27303,Hideaway,5194
839,27303,Hideaway,7869
840,10954,Farinelli,10868
841,10954,Farinelli,7540
842,10954,Farinelli,975
843,10954,Farinelli,12410
844,10954,Farinelli,13070
845,14275,Hoop Dreams,10085
846,14275,Hoop Dreams,11629
847,14275,Hoop Dreams,3138
848,14275,Hoop Dreams,8539
849,14275,Hoop Dreams,766
850,1024,Heavenly Creatures,643
851,1024,Heavenly Creatures,6898
852,1024,Heavenly Creatures,12215
853,1024,Heavenly Creatures,10845
854,1024,Heavenly Creatures,5969
855,17207,Houseguest,14658
856,17207,Houseguest,712
857,17207,Houseguest,1806
858,17207,Houseguest,518
859,17207,Houseguest,14512
860,13701,Immortal Beloved,12215
861,13701,Immortal Beloved,701
862,13701,Immortal Beloved,2673
