id_peli,title,budget,revenue,return,original_language,release_year,release_date,runtime,popularity,vote_average,vote_count
9312,Mortal Kombat,18000000.0,122195920.0,6.788662222222222,en,1995,1995-08-18,101.0,10.870138,5.4,452.0
577,To Die For,20000000.0,21284514.0,1.0642257,en,1995,1995-05-20,106.0,10.448481,6.7,177.0
11861,How To Make An American Quilt,10000000.0,23574130.0,2.357413,en,1995,1995-10-06,116.0,4.485958,6.5,38.0
807,Se7en,33000000.0,327311859.0,9.918541181818181,en,1995,1995-09-22,127.0,18.45743,8.1,5915.0
10530,Pocahontas,55000000.0,346079773.0,6.292359509090909,en,1995,1995-06-14,81.0,13.280069,6.7,1509.0
8391,When Night Is Falling,0.0,0.0,0.0,en,1995,1995-05-05,96.0,3.302524,5.9,10.0
629,The Usual Suspects,6000000.0,23341568.0,3.890261333333333,en,1995,1995-07-19,106.0,16.302466,8.1,3334.0
117164,Guardian Angel,0.0,0.0,0.0,en,1994,1994-11-22,93.0,0.595949,6.3,3.0
11448,Mighty Aphrodite,15000000.0,6700000.0,0.44666666666666666,en,1995,1995-09-13,95.0,15.899134,6.7,145.0
26441,The Big Green,0.0,0.0,0.0,en,1995,1995-09-29,100.0,5.982764,5.2,41.0
97406,Georgia,0.0,0.0,0.0,en,1995,1995-05-19,115.0,4.093443,6.1,15.0
124057,Kids of the Round Table,0.0,0.0,0.0,en,1997,1997-07-08,89.0,0.307075,3.0,1.0
9089,Home for the Holidays,0.0,17519169.0,0.0,en,1995,1995-11-02,103.0,8.416802,6.3,39.0
99040,The Confessional,0.0,0.0,0.0,fr,1995,1995-09-29,100.0,0.120789,6.5,2.0
11359,The Indian in the Cupboard,45000000.0,0.0,0.0,en,1995,1995-07-14,96.0,10.673296,5.9,136.0
17182,Eye for an Eye,20000000.0,0.0,0.0,en,1996,1996-01-12,101.0,4.733526,5.8,65.0
2054,Mr. Holland's Opus,0.0,106269971.0,0.0,en,1995,1995-12-29,137.0,7.137117,6.9,115.0
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,0.0,0.0,en,1996,1996-01-12,89.0,11.700115,6.2,192.0
19760,Two If by Sea,0.0,0.0,0.0,en,1996,1996-01-12,96.0,2.174487,4.5,14.0
9536,Bio-Dome,15000000.0,0.0,0.0,en,1996,1996-01-12,88.0,6.387469,4.4,110.0
11525,Lawnmower Man 2: Beyond Cyberspace,0.0,2409225.0,0.0,en,1996,1996-01-12,92.0,2.49535,2.8,32.0
40628,Two Bits,0.0,0.0,0.0,en,1995,1995-10-22,85.0,4.046208,5.4,11.0
4482,French Twist,0.0,0.0,0.0,fr,1995,1995-02-08,95.0,2.518051,6.0,43.0
755,From Dusk Till Dawn,19000000.0,25836616.0,1.3598218947368421,en,1996,1996-01-19,108.0,15.339153,6.9,1644.0
28387,Kicking and Screaming,0.0,718490.0,0.0,en,1995,1995-10-06,96.0,3.367276,7.0,36.0
48750,Les Miserables,0.0,0.0,0.0,fr,1995,1995-03-22,175.0,1.479446,6.6,8.0
20927,Bed of Roses,0.0,19030691.0,0.0,en,1996,1996-01-26,87.0,10.412194,5.1,27.0
36929,Big Bully,15000000.0,2042530.0,0.13616866666666666,en,1996,1996-01-26,90.0,2.936443,3.9,16.0
124626,Nico Icon,0.0,0.0,0.0,en,1995,1995-02-18,70.0,0.133893,7.3,3.0
27526,The Crossing Guard,0.0,0.0,0.0,en,1995,1995-11-15,111.0,5.756462,6.1,74.0
9623,The Juror,44000000.0,0.0,0.0,en,1996,1996-02-02,118.0,6.010579,5.5,91.0
46785,The White Balloon,0.0,0.0,0.0,fa,1995,1995-01-01,85.0,1.196256,7.5,20.0
400,Things to Do in Denver When You're Dead,8000000.0,529766.0,0.06622075,en,1995,1995-12-01,116.0,4.486179,6.7,87.0
880,Antonia's Line,900000.0,0.0,0.0,nl,1995,1995-09-12,102.0,2.030174,7.2,26.0
146599,Once Upon a Time... When We Were Colored,0.0,0.0,0.0,en,1996,1996-01-26,115.0,0.252287,4.5,2.0
188588,Last Summer in the Hamptons,0.0,0.0,0.0,en,1995,1995-11-22,108.0,0.531159,0.0,0.0
8447,Angels and Insects,0.0,0.0,0.0,en,1995,1995-09-10,118.0,2.15166,6.3,17.0
10534,White Squall,38000000.0,10300000.0,0.2710526315789474,en,1996,1996-02-02,129.0,9.568604,6.3,86.0
17414,Dunston Checks In,16000000.0,0.0,0.0,en,1996,1996-01-12,88.0,4.814825,5.1,59.0
2086,Nick of Time,8169363.0,8175346.0,1.000732370443081,en,1995,1995-11-22,90.0,6.848591,6.1,190.0
61548,The Journey of August King,0.0,0.0,0.0,en,1995,1995-09-14,91.0,0.411424,6.7,3.0
9095,Mary Reilly,47000000.0,12379402.0,0.2633915319148936,en,1996,1996-02-23,104.0,12.866139,5.7,77.0
12158,Vampire in Brooklyn,14000000.0,19800000.0,1.4142857142857144,en,1995,1995-10-26,100.0,9.071127,4.5,113.0
9283,Beautiful Girls,0.0,0.0,0.0,en,1996,1996-02-09,112.0,4.670562,6.6,103.0
9208,Broken Arrow,50000000.0,150270147.0,3.00540294,en,1996,1996-02-09,108.0,14.957626,5.7,459.0
40154,A Midwinter's Tale,0.0,0.0,0.0,en,1995,1995-12-01,99.0,0.513391,7.5,6.0
406,La Haine,3000000.0,0.0,0.0,fr,1995,1995-05-31,98.0,12.108196,7.9,695.0
45549,Shopping,0.0,0.0,0.0,en,1994,1994-12-06,105.0,2.657647,5.6,13.0
63076,Heidi Fleiss: Hollywood Madam,0.0,0.0,0.0,en,1995,1995-12-27,106.0,0.638211,6.8,4.0
11062,City Hall,0.0,0.0,0.0,en,1996,1996-02-16,111.0,4.807223,6.0,67.0
13685,Bottle Rocket,7000000.0,560069.0,0.08000985714285715,en,1996,1996-02-21,91.0,6.904831,6.8,285.0
47475,Mr. Wrong,0.0,0.0,0.0,en,1996,1996-02-16,96.0,3.329264,3.3,16.0
9614,Happy Gilmore,12000000.0,41205099.0,3.43375825,en,1996,1996-02-16,92.0,9.592265,6.5,767.0
688,The Bridges of Madison County,24000000.0,182016617.0,7.584025708333333,en,1995,1995-05-28,135.0,5.951077,7.3,397.0
11907,Nobody Loves Me,0.0,0.0,0.0,de,1994,1994-11-07,104.0,1.015068,5.1,5.0
10874,Muppet Treasure Island,0.0,34327391.0,0.0,en,1996,1996-02-16,100.0,6.902423,6.5,93.0
89333,Catwalk,0.0,0.0,0.0,en,1995,1995-12-08,95.0,0.976707,7.0,2.0
96357,Headless Body in Topless Bar,0.0,0.0,0.0,en,1995,1995-05-20,110.0,0.001346,0.0,0.0
197,Braveheart,72000000.0,210000000.0,2.9166666666666665,en,1995,1995-05-24,177.0,20.755149,7.7,3404.0
103,Taxi Driver,1300000.0,28262574.0,21.74044153846154,en,1976,1976-02-07,114.0,14.092713,8.1,2632.0
33542,Rumble in the Bronx,7500000.0,32392047.0,4.3189396,cn,1995,1995-01-30,91.0,12.314278,6.5,245.0
43566,Before and After,35000000.0,0.0,0.0,en,1996,1996-02-23,108.0,2.938293,5.8,37.0
71754,Margaret's Museum,0.0,0.0,0.0,en,1995,1995-09-13,114.0,0.372697,7.5,2.0
43612,Happiness Is in the Field,13365000.0,0.0,0.0,en,1995,1995-01-31,106.0,1.254885,7.0,23.0
51352,Anne Frank Remembered,0.0,1.0,0.0,en,1995,1995-06-08,117.0,0.243986,7.3,4.0
16934,The Young Poisoner's Handbook,0.0,0.0,0.0,en,1995,1995-01-20,99.0,6.178497,6.9,19.0
10324,If Lucy Fell,0.0,0.0,0.0,en,1996,1996-03-08,92.0,2.891918,5.4,11.0
78406,Steal Big Steal Little,25000000.0,6278139.0,0.25112556,en,1995,1995-09-29,113.0,1.522412,5.1,7.0
55731,Race the Sun,0.0,0.0,0.0,en,1996,1996-03-22,100.0,1.317878,5.2,21.0
32119,The Boys of St. Vincent,0.0,0.0,0.0,en,1992,1992-12-06,90.0,0.86539,7.0,7.0
11066,Boomerang,40000000.0,70100000.0,1.7525,en,1992,1992-06-30,117.0,6.506983,5.4,139.0
11104,Chungking Express,0.0,0.0,0.0,cn,1994,1994-07-14,102.0,6.778979,7.9,249.0
37975,The Star Maker,0.0,0.0,0.0,it,1995,1995-09-21,113.0,1.702639,6.8,29.0
2074,Flirting with Disaster,7000000.0,14702438.0,2.100348285714286,en,1996,1996-03-22,92.0,5.579088,6.3,66.0
27793,The Neverending Story III: Escape from Fantasia,17000000.0,0.0,0.0,en,1994,1994-10-26,95.0,6.252377,4.4,105.0
44284,The Silences of the Palace,0.0,0.0,0.0,ar,1994,1994-09-30,116.0,0.406754,4.3,3.0
290157,Jupiter's Wife,0.0,0.0,0.0,en,1995,1995-01-01,87.0,0.001178,0.0,0.0
110972,Pie in the Sky,0.0,0.0,0.0,en,1996,1996-02-09,95.0,0.699066,7.0,2.0
32622,Angela,0.0,0.0,0.0,en,1995,1995-01-01,99.0,2.197439,5.6,9.0
73067,Frankie Starlight,0.0,0.0,0.0,it,1995,1995-11-22,101.0,0.637554,5.4,4.0
11863,Jade,50000000.0,9851610.0,0.1970322,en,1995,1995-10-13,95.0,11.418917,5.1,45.0
55475,Nueba Yol,0.0,0.0,0.0,es,1995,1995-08-16,102.0,0.291021,5.5,1.0
124636,Sonic Outlaws,0.0,0.0,0.0,en,1995,1995-08-01,87.0,0.001838,0.0,0.0
9101,Down Periscope,0.0,0.0,0.0,en,1996,1996-03-01,92.0,5.184977,5.6,110.0
123360,From the Journals of Jean Seberg,0.0,0.0,0.0,en,1995,1995-09-08,97.0,0.276401,6.5,2.0
39428,The Neon Bible,0.0,0.0,0.0,en,1995,1995-08-23,91.0,0.370342,7.2,5.0
9302,Up Close & Personal,60000000.0,0.0,0.0,en,1996,1996-03-01,119.0,3.402749,5.9,51.0
11000,The Birdcage,31000000.0,185260553.0,5.976146870967742,en,1996,1996-03-08,117.0,6.49968,6.7,303.0
249882,Virgin Mary,0.0,0.0,0.0,en,1995,1995-10-12,125.0,0.918504,7.0,2.0
16388,The Brothers McMullen,0.0,0.0,0.0,en,1995,1995-08-09,98.0,2.039196,6.3,23.0
30765,The Amazing Panda Adventure,0.0,0.0,0.0,en,1995,1995-08-25,81.0,2.375865,5.0,31.0
10474,The Basketball Diaries,0.0,0.0,0.0,en,1995,1995-04-21,102.0,7.415144,7.2,472.0
22279,An Awfully Big Adventure,4000000.0,851545.0,0.21288625,en,1995,1995-07-21,113.0,0.922958,6.0,11.0
30157,Amateur,0.0,0.0,0.0,en,1994,1994-08-05,105.0,1.759012,6.5,21.0
568,Apollo 13,52000000.0,355237933.0,6.831498711538462,en,1995,1995-06-30,140.0,18.761467,7.3,1637.0
11780,Rob Roy,28000000.0,31596911.0,1.1284611071428572,en,1995,1995-04-13,139.0,10.193549,6.5,151.0
34996,The Addiction,0.0,0.0,0.0,en,1995,1995-01-10,82.0,3.137285,6.4,46.0
414,Batman Forever,100000000.0,336529144.0,3.36529144,en,1995,1995-06-16,121.0,13.321354,5.2,1529.0
649,Belle de Jour,0.0,0.0,0.0,fr,1967,1967-05-24,101.0,10.142662,7.3,163.0
1873,Beyond Rangoon,0.0,0.0,0.0,en,1995,1995-05-24,100.0,2.04189,6.4,21.0
5894,Blue in the Face,2000000.0,1275000.0,0.6375,en,1995,1995-09-15,83.0,11.528147,6.8,28.0
1775,Canadian Bacon,11000000.0,178104.0,0.016191272727272728,en,1995,1995-06-08,91.0,5.391556,5.9,57.0
8839,Casper,50000000.0,287928194.0,5.75856388,en,1995,1995-05-26,100.0,12.812539,6.0,1045.0
20649,Clockers,25000000.0,13071518.0,0.52286072,en,1995,1995-09-15,128.0,4.558992,6.8,69.0
10329,Congo,50000000.0,152022101.0,3.04044202,en,1995,1995-06-09,109.0,7.260574,5.0,214.0
8963,Crimson Tide,53000000.0,157387195.0,2.969569716981132,en,1995,1995-05-12,116.0,8.657365,7.0,508.0
26564,Crumb,0.0,3174695.0,0.0,en,1994,1994-09-10,119.0,3.620388,7.6,71.0
8068,Desperado,7000000.0,25405445.0,3.6293492857142855,en,1995,1995-08-25,104.0,6.950458,6.8,898.0
8512,Devil in a Blue Dress,27000000.0,16140822.0,0.5978082222222222,en,1995,1995-09-15,102.0,4.646132,6.3,88.0
1572,Die Hard: With a Vengeance,90000000.0,366101666.0,4.067796288888889,en,1995,1995-05-19,128.0,15.138855,6.9,2094.0
13552,The Doom Generation,0.0,0.0,0.0,en,1995,1995-10-27,80.0,7.120806,5.6,57.0
259209,Feast of July,0.0,0.0,0.0,en,1995,1995-10-12,116.0,0.523575,0.0,0.0
6520,First Knight,55000000.0,127600435.0,2.320007909090909,en,1995,1995-07-07,134.0,15.178338,5.9,319.0
9073,Free Willy 2 - The Adventure Home,0.0,0.0,0.0,en,1995,1995-07-19,95.0,7.575098,5.5,130.0
10428,Hackers,20000000.0,7563728.0,0.3781864,en,1995,1995-09-14,107.0,14.810519,6.2,406.0
17447,Jeffrey,0.0,0.0,0.0,en,1995,1995-08-18,92.0,3.196456,6.5,19.0
9886,Johnny Mnemonic,25000000.0,19075720.0,0.7630288,en,1995,1995-05-26,97.0,11.715868,5.5,380.0
9482,Judge Dredd,90000000.0,113493481.0,1.2610386777777778,en,1995,1995-06-30,96.0,8.184815,5.4,643.0
19326,Jury Duty,0.0,17014653.0,0.0,en,1995,1995-04-12,88.0,3.676921,4.0,34.0
9344,Kids,1500000.0,7412216.0,4.941477333333333,en,1995,1995-07-28,91.0,4.877872,6.8,280.0
9071,Living in Oblivion,500000.0,1148752.0,2.297504,en,1995,1995-01-20,89.0,10.058329,7.2,64.0
8973,Lord of Illusions,0.0,0.0,0.0,en,1995,1995-08-25,119.0,4.102409,5.9,87.0
15730,Love & Human Remains,0.0,0.0,0.0,en,1993,1993-05-20,100.0,0.354014,7.0,7.0
2293,Mallrats,6000000.0,2122561.0,0.35376016666666665,en,1995,1995-10-20,94.0,8.25547,6.8,400.0
9070,Mighty Morphin Power Rangers: The Movie,15000000.0,66000000.0,4.4,en,1995,1995-06-30,92.0,7.024227,5.2,153.0
68274,Moonlight and Valentino,0.0,0.0,0.0,en,1995,1995-09-29,100.0,1.01115,5.6,10.0
48787,Mute Witness,2.0,1.0,0.5,en,1995,1995-09-28,95.0,2.466066,6.4,36.0
34574,Nadja,0.0,0.0,0.0,en,1994,1994-09-13,93.0,7.720056,5.9,12.0
11472,Nine Months,0.0,69660733.0,0.0,en,1995,1995-07-12,103.0,8.482834,5.5,171.0
11980,The Prophecy,8.0,16.0,2.0,en,1995,1995-09-01,98.0,10.187623,6.4,139.0
58372,Reckless,0.0,0.0,0.0,en,1995,1995-11-17,91.0,0.119713,10.0,1.0
10533,The Scarlet Letter,50000000.0,10382407.0,0.20764814,en,1995,1995-10-13,135.0,6.752119,5.5,111.0
10802,Showgirls,45000000.0,20350754.0,0.4522389777777778,en,1995,1995-09-22,128.0,17.502375,4.9,261.0
10149,Smoke,7000000.0,8349430.0,1.1927757142857143,en,1995,1995-06-09,112.0,5.552946,7.2,115.0
18402,Something to Talk About,0.0,50892160.0,0.0,en,1995,1995-08-04,106.0,3.743212,5.7,60.0
9348,Species,35000000.0,113374103.0,3.2392600857142857,en,1995,1995-07-07,108.0,13.492845,5.5,457.0
139408,The Stars Fell on Henrietta,0.0,0.0,0.0,en,1995,1995-09-15,109.0,0.913522,6.6,6.0
281,Strange Days,42000000.0,7959291.0,0.18950692857142856,en,1995,1995-10-13,145.0,11.223055,6.8,334.0
5967,The Umbrellas of Cherbourg,0.0,0.0,0.0,fr,1964,1964-02-19,91.0,8.133881,7.6,119.0
79593,The Tie That Binds,14000000.0,5780000.0,0.41285714285714287,en,1995,1995-09-08,99.0,1.820419,4.6,9.0
47939,Three Wishes,0.0,7025496.0,0.0,en,1995,1995-10-27,115.0,11.002046,6.1,18.0
36834,Total Eclipse,0.0,339889.0,0.0,en,1995,1995-11-02,111.0,4.546552,6.5,112.0
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",0.0,47774193.0,0.0,en,1995,1995-09-07,105.0,7.653446,6.3,117.0
3512,Under Siege 2: Dark Territory,60000000.0,104324083.0,1.7387347166666667,en,1995,1995-07-13,100.0,7.490247,5.6,217.0
52856,Unstrung Heroes,0.0,0.0,0.0,en,1995,1995-09-15,93.0,2.881689,6.4,9.0
77350,Unzipped,0.0,0.0,0.0,en,1995,1995-08-11,73.0,0.786023,6.0,6.0
9560,A Walk in the Clouds,20000000.0,50012507.0,2.50062535,en,1995,1995-08-11,103.0,9.715639,6.5,168.0
9804,Waterworld,175000000.0,264218220.0,1.5098184,en,1995,1995-07-28,135.0,16.885184,5.9,1017.0
31611,White Man's Burden,8000000.0,0.0,0.0,en,1995,1995-12-01,89.0,1.834099,5.1,25.0
49805,The Browning Version,0.0,0.0,0.0,en,1994,1994-10-12,97.0,3.727644,6.0,11.0
26258,Bushwhacked,0.0,0.0,0.0,en,1995,1995-08-04,90.0,3.287036,4.9,29.0
50797,Burnt by the Sun,2800000.0,2616503.0,0.9344653571428572,ru,1994,1994-05-01,135.0,2.486073,6.7,35.0
19155,Before the Rain,0.0,763847.0,0.0,en,1994,1994-06-09,113.0,3.525649,7.7,45.0
76,Before Sunrise,2500000.0,5535405.0,2.214162,en,1995,1995-01-27,105.0,11.304979,7.7,984.0
11017,Billy Madison,10000000.0,26488734.0,2.6488734,en,1995,1995-02-10,89.0,6.638116,6.2,464.0
37141,The Babysitter,0.0,0.0,0.0,en,1995,1995-10-17,90.0,2.761837,4.7,27.0
9382,Boys on the Side,21000000.0,23450000.0,1.1166666666666667,en,1995,1995-02-03,115.0,3.030309,6.3,48.0
6715,The Cure,0.0,0.0,0.0,en,1995,1995-04-21,97.0,2.686342,7.2,58.0
18256,Castle Freak,0.0,0.0,0.0,en,1995,1995-08-04,95.0,2.26977,5.8,40.0
22625,Circle of Friends,0.0,0.0,0.0,en,1995,1995-03-16,103.0,2.605521,6.5,30.0
2292,Clerks,27000.0,3151130.0,116.70851851851852,en,1994,1994-09-13,92.0,10.513367,7.4,769.0
1909,Don Juan DeMarco,25000000.0,22200000.0,0.888,en,1994,1994-10-01,97.0,7.438934,6.3,184.0
8984,Disclosure,55000000.0,214015089.0,3.891183436363636,en,1994,1994-12-09,123.0,11.812244,5.9,217.0
61813,Dream Man,0.0,0.0,0.0,en,1995,1995-01-01,0.0,0.155859,2.5,1.0
4954,Drop Zone,45000000.0,0.0,0.0,en,1994,1994-12-08,101.0,9.579155,5.1,91.0
62488,Destiny Turns on the Radio,0.0,0.0,0.0,it,1995,1995-04-28,0.0,0.710671,5.3,9.0
10531,Death and the Maiden,0.0,0.0,0.0,en,1994,1994-05-04,103.0,5.484156,7.1,92.0
11929,Dolores Claiborne,0.0,0.0,0.0,en,1995,1995-03-24,132.0,5.8025,7.1,183.0
8467,Dumb and Dumber,16000000.0,247275374.0,15.454710875,en,1994,1994-12-16,107.0,9.844558,6.5,1894.0
10451,Eat Drink Man Woman,0.0,7294403.0,0.0,zh,1994,1994-08-03,123.0,4.860016,7.5,76.0
20156,Exotica,0.0,0.0,0.0,en,1994,1994-09-24,103.0,5.378467,6.5,64.0
18395,Exit to Eden,0.0,6841570.0,0.0,en,1994,1994-10-14,113.0,4.322726,4.3,28.0
522,Ed Wood,18000000.0,5887457.0,0.32708094444444447,en,1994,1994-09-27,127.0,11.720358,7.3,639.0
397,French Kiss,0.0,0.0,0.0,en,1995,1995-05-05,111.0,9.146544,6.2,179.0
10525,Forget Paris,0.0,0.0,0.0,en,1995,1995-05-19,101.0,16.236745,6.1,38.0
27985,Far from Home: The Adventures of Yellow Dog,0.0,0.0,0.0,en,1995,1995-01-13,87.0,2.657337,5.6,27.0
15789,A Goofy Movie,0.0,35348597.0,0.0,en,1995,1995-04-07,78.0,10.177977,6.7,404.0
27303,Hideaway,15000000.0,12201255.0,0.813417,en,1995,1995-03-03,103.0,8.182165,5.0,24.0
10954,Farinelli,0.0,0.0,0.0,fr,1994,1994-12-07,111.0,8.935058,5.9,20.0
47867,Gordy,0.0,3992809.0,0.0,en,1995,1995-05-12,90.0,0.398924,3.0,4.0
43475,Gumby: The Movie,0.0,0.0,0.0,en,1995,1995-12-01,77.0,0.090452,5.0,2.0
72031,The Glass Shield,0.0,0.0,0.0,en,1994,1994-09-16,109.0,1.012197,5.4,9.0
14275,Hoop Dreams,700000.0,7830611.0,11.186587142857142,en,1994,1994-09-12,171.0,9.47666,7.7,91.0
1024,Heavenly Creatures,5000000.0,3049135.0,0.609827,en,1994,1994-09-02,99.0,9.438042,6.9,299.0
17207,Houseguest,10500000.0,26325256.0,2.507167238095238,en,1995,1995-01-06,113.0,2.688562,6.0,17.0
13701,Immortal Beloved,120.0,0.0,0.0,en,1994,1994-12-16,121.0,7.983666,6.9,90.0
11777,I.Q.,25000000.0,0.0,0.0,en,1994,1994-12-24,100.0,5.146352,5.9,112.0
628,Interview with the Vampire,60000000.0,223664608.0,3.7277434666666664,en,1994,1994-11-11,123.0,11.970205,7.2,1558.0
87729,Jefferson in Paris,14000000.0,2474000.0,0.1767142857142857,en,1995,1995-03-31,139.0,1.596058,5.2,10.0
18713,The Jerky Boys,0.0,0.0,0.0,en,1995,1995-02-03,82.0,0.748846,4.8,10.0
9061,Just Cause,0.0,0.0,0.0,en,1995,1995-02-17,102.0,9.195256,6.0,124.0
37108,A Kid in King Arthur's Court,0.0,0.0,0.0,en,1995,1995-08-11,89.0,5.874511,4.3,40.0
6071,Kiss of Death,40000000.0,0.0,0.0,en,1995,1995-04-21,101.0,7.797512,5.7,83.0
11,Star Wars,11000000.0,775398007.0,70.49072790909091,en,1977,1977-05-25,121.0,42.149697,8.1,6778.0
9587,Little Women,18000000.0,0.0,0.0,en,1994,1994-12-21,115.0,9.774994,7.0,222.0
19101,A Little Princess,17000000.0,0.0,0.0,en,1995,1995-05-10,97.0,7.731725,7.4,207.0
49980,Ladybird Ladybird,0.0,0.0,0.0,en,1994,1994-02-18,101.0,0.84508,7.4,14.0
17961,L'Enfer,10000000.0,0.0,0.0,fr,1994,1994-02-16,100.0,1.948315,6.6,22.0
18183,Like Water for Chocolate,2000000.0,21665468.0,10.832734,es,1992,1992-04-16,105.0,4.126083,6.6,70.0
4476,Legends of the Fall,30000000.0,160638883.0,5.354629433333334,en,1994,1994-12-16,133.0,12.199047,7.2,636.0
11008,Major Payne,0.0,0.0,0.0,en,1995,1995-03-24,95.0,9.253362,6.1,164.0
47504,Little Odessa,0.0,0.0,0.0,en,1994,1994-10-27,98.0,1.861292,6.4,31.0
32325,Mi Vida Loca,0.0,0.0,0.0,en,1994,1994-06-08,92.0,1.788829,5.7,9.0
43742,Love Affair,60000000.0,0.0,0.0,en,1994,1994-10-21,108.0,3.290192,4.3,11.0
28313,Losing Isaiah,17000000.0,7603766.0,0.44728035294117646,en,1995,1995-03-17,106.0,7.698526,6.4,28.0
11318,The Madness of King George,0.0,0.0,0.0,en,1994,1994-12-28,107.0,4.81307,6.7,67.0
3036,Mary Shelley's Frankenstein,45000000.0,112006296.0,2.4890288,en,1994,1994-11-04,123.0,14.287753,6.1,272.0
24070,Mixed Nuts,15000000.0,0.0,0.0,en,1994,1994-12-21,97.0,2.899608,5.2,37.0
8986,Milk Money,0.0,18137661.0,0.0,en,1994,1994-08-31,108.0,3.770115,5.6,49.0
